4.209734 	 1.710630
4.230678 	 1.684745
4.251622 	 1.816384
4.272566 	 1.750346
4.293510 	 1.776418
4.314454 	 1.813001
4.335398 	 1.880882
4.356342 	 1.951682
4.377286 	 1.940637
4.398230 	 2.078108
4.419174 	 2.093189
4.440118 	 2.083639
4.461062 	 2.067380
4.482006 	 2.060567
4.502949 	 1.934958
4.523893 	 1.886973
4.544837 	 1.766731
4.565781 	 1.588106
4.586725 	 1.513029
4.607669 	 1.338874
4.628613 	 1.070183
4.649557 	 1.059814
4.670501 	 0.960598
4.691445 	 0.559076
4.712389 	 0.514979
4.733333 	 0.435488
4.754277 	 0.448192
4.775221 	 0.479999
4.796165 	 0.310662
4.817109 	 0.261406
4.838053 	 0.487213
4.858997 	 0.213290
4.879941 	 0.567898
4.900885 	 0.541201
4.921828 	 0.393104
4.942772 	 0.343050
4.963716 	 0.156657
4.984660 	 0.032184
5.005604 	 0.057176
5.026548 	 -0.270729
5.047492 	 -0.414253
5.068436 	 -0.382615
5.089380 	 -0.785164
5.110324 	 -1.039106
5.131268 	 -1.062259
5.152212 	 -1.299699
5.173156 	 -1.597920
5.194100 	 -1.810754
5.215044 	 -1.792410
5.235988 	 -1.898716
5.256932 	 -2.003328
5.277876 	 -2.028061
5.298820 	 -2.043882
5.319764 	 -2.046561
5.340708 	 -2.051385
5.361651 	 -2.016717
5.382595 	 -2.026643
5.403539 	 -2.013140
5.424483 	 -1.995648
5.445427 	 -2.012123
5.466371 	 -1.985073
5.487315 	 -1.960905
5.508259 	 -2.012969
5.529203 	 -1.974206
5.550147 	 -1.965088
5.571091 	 -1.956205
5.592035 	 -1.945620
5.612979 	 -1.922382
5.633923 	 -1.941819
5.654867 	 -1.837452
5.675811 	 -1.812898
5.696755 	 -1.763195
5.717699 	 -1.615243
5.738643 	 -1.556602
5.759587 	 -1.423632
5.780530 	 -1.171643
5.801474 	 -1.049249
5.822418 	 -0.932908
5.843362 	 -0.718695
5.864306 	 -0.412017
5.885250 	 0.076539
5.906194 	 0.349942
5.927138 	 0.320147
5.948082 	 0.352696
5.969026 	 0.671109
5.989970 	 0.860145
6.010914 	 1.121763
6.031858 	 1.138495
6.052802 	 1.030650
6.073746 	 1.017809
6.094690 	 1.101618
6.115634 	 1.071625
6.136578 	 1.275797
6.157522 	 1.139732
6.178466 	 1.167697
6.199410 	 1.119155
6.220353 	 1.247069
6.241297 	 1.144169
6.262241 	 1.299467
6.283185 	 1.220601
