2.115339 	 1.744702
2.136283 	 1.805602
2.157227 	 1.811858
2.178171 	 1.756983
2.199115 	 1.772619
2.220059 	 1.772823
2.241003 	 1.760933
2.261947 	 1.774279
2.282891 	 1.814635
2.303835 	 1.868069
2.324779 	 1.850869
2.345723 	 1.884063
2.366666 	 1.893845
2.387610 	 1.905794
2.408554 	 1.884973
2.429498 	 1.805717
2.450442 	 1.772040
2.471386 	 1.726933
2.492330 	 1.434719
2.513274 	 1.462765
2.534218 	 1.300246
2.555162 	 1.154001
2.576106 	 1.007419
2.597050 	 0.640414
2.617994 	 0.556788
2.638938 	 0.252942
2.659882 	 0.341193
2.680826 	 0.319738
2.701770 	 -0.026206
2.722714 	 0.056943
2.743658 	 -0.034827
2.764602 	 -0.085276
2.785545 	 -0.148142
2.806489 	 -0.173557
2.827433 	 -0.147464
2.848377 	 -0.139985
2.869321 	 -0.173468
2.890265 	 -0.136212
2.911209 	 -0.210184
2.932153 	 -0.334975
2.953097 	 -0.305236
2.974041 	 -0.279383
2.994985 	 -0.291364
3.015929 	 -0.609479
3.036873 	 -0.726634
3.057817 	 -0.922872
3.078761 	 -1.091163
3.099705 	 -1.241674
3.120649 	 -1.397250
3.141593 	 -1.586393
3.162537 	 -1.645246
3.183481 	 -1.800208
3.204425 	 -1.868979
3.225368 	 -1.925427
3.246312 	 -1.956676
3.267256 	 -1.973436
3.288200 	 -1.959852
3.309144 	 -1.950561
3.330088 	 -1.921009
3.351032 	 -1.893035
3.371976 	 -1.689100
3.392920 	 -1.756333
3.413864 	 -1.801773
3.434808 	 -1.685999
3.455752 	 -1.781736
3.476696 	 -1.722517
3.497640 	 -1.760851
3.518584 	 -1.837983
3.539528 	 -1.769174
3.560472 	 -1.835745
3.581416 	 -1.807552
3.602360 	 -1.767636
3.623304 	 -1.676814
3.644247 	 -1.542569
3.665191 	 -1.585854
3.686135 	 -1.447300
3.707079 	 -1.337659
3.728023 	 -1.151944
3.748967 	 -1.039872
3.769911 	 -0.838480
3.790855 	 -0.736911
3.811799 	 -0.461148
3.832743 	 -0.004647
3.853687 	 0.134382
3.874631 	 0.283898
3.895575 	 0.554030
3.916519 	 0.719425
3.937463 	 0.937166
3.958407 	 1.058264
3.979351 	 1.234513
4.000295 	 1.405745
4.021239 	 1.409303
4.042183 	 1.499839
4.063126 	 1.532849
4.084070 	 1.627211
4.105014 	 1.670726
4.125958 	 1.542438
4.146902 	 1.684920
4.167846 	 1.765996
4.188790 	 1.716809
