8.398524 	 1.510157
8.419468 	 1.623888
8.440412 	 1.726826
8.461356 	 1.868171
8.482300 	 1.982097
8.503244 	 2.015720
8.524188 	 2.050805
8.545132 	 2.062491
8.566076 	 2.016383
8.587020 	 1.950698
8.607964 	 1.837653
8.628908 	 1.946384
8.649852 	 1.734716
8.670796 	 1.680046
8.691740 	 1.583510
8.712684 	 1.573437
8.733628 	 1.546559
8.754572 	 1.395597
8.775515 	 1.481242
8.796459 	 1.532577
8.817403 	 1.440958
8.838347 	 1.392712
8.859291 	 1.388698
8.880235 	 1.528359
8.901179 	 1.399333
8.922123 	 1.208496
8.943067 	 1.316336
8.964011 	 1.254726
8.984955 	 1.234365
9.005899 	 1.170818
9.026843 	 0.898124
9.047787 	 0.809864
9.068731 	 0.630150
9.089675 	 0.457334
9.110619 	 0.207057
9.131563 	 -0.256419
9.152507 	 -0.461032
9.173451 	 -0.623361
9.194394 	 -0.846847
9.215338 	 -0.971495
9.236282 	 -1.114883
9.257226 	 -1.448334
9.278170 	 -1.528496
9.299114 	 -1.689885
9.320058 	 -1.782200
9.341002 	 -1.836842
9.361946 	 -1.805186
9.382890 	 -1.946032
9.403834 	 -1.899183
9.424778 	 -1.879537
9.445722 	 -2.041456
9.466666 	 -1.970193
9.487610 	 -2.025300
9.508554 	 -1.972013
9.529498 	 -2.031916
9.550442 	 -1.996573
9.571386 	 -2.015074
9.592330 	 -1.957190
9.613274 	 -2.036015
9.634217 	 -1.979911
9.655161 	 -2.045933
9.676105 	 -2.092178
9.697049 	 -2.084264
9.717993 	 -2.071724
9.738937 	 -2.062209
9.759881 	 -1.990430
9.780825 	 -1.885871
9.801769 	 -1.832642
9.822713 	 -1.762765
9.843657 	 -1.582996
9.864601 	 -1.292247
9.885545 	 -1.141615
9.906489 	 -0.963172
9.927433 	 -0.694579
9.948377 	 -0.677410
9.969321 	 -0.561709
9.990265 	 -0.326434
10.011209 	 -0.271751
10.032153 	 -0.087933
10.053096 	 0.167242
10.074040 	 0.123779
10.094984 	 0.362375
10.115928 	 0.094777
10.136872 	 0.201070
10.157816 	 0.166338
10.178760 	 0.080833
10.199704 	 0.202498
10.220648 	 0.029987
10.241592 	 0.213388
10.262536 	 0.043633
10.283480 	 0.154457
10.304424 	 0.582153
10.325368 	 0.419101
10.346312 	 0.623993
10.367256 	 0.776607
10.388200 	 0.895991
10.409144 	 1.199719
10.430088 	 1.383707
10.451032 	 1.375295
10.471976 	 1.532427
