6.304129 	 1.338556
6.325073 	 1.430456
6.346017 	 1.511748
6.366961 	 1.628899
6.387905 	 1.674811
6.408849 	 1.784788
6.429793 	 1.838603
6.450737 	 1.905342
6.471681 	 1.923406
6.492625 	 1.909605
6.513569 	 1.881457
6.534513 	 1.813090
6.555457 	 1.756193
6.576401 	 1.680508
6.597345 	 1.539139
6.618289 	 1.481778
6.639232 	 1.387652
6.660176 	 1.239542
6.681120 	 1.138738
6.702064 	 1.122541
6.723008 	 0.983015
6.743952 	 0.919951
6.764896 	 0.866361
6.785840 	 0.991128
6.806784 	 0.867793
6.827728 	 0.858724
6.848672 	 0.937831
6.869616 	 0.826229
6.890560 	 0.889663
6.911504 	 0.958354
6.932448 	 0.840781
6.953392 	 0.668319
6.974336 	 0.770821
6.995280 	 0.583172
7.016224 	 0.227835
7.037168 	 0.323594
7.058111 	 -0.072615
7.079055 	 -0.070547
7.099999 	 -0.272600
7.120943 	 -0.385437
7.141887 	 -0.662865
7.162831 	 -0.967944
7.183775 	 -1.135822
7.204719 	 -1.168542
7.225663 	 -1.381075
7.246607 	 -1.520760
7.267551 	 -1.612849
7.288495 	 -1.700453
7.309439 	 -1.824217
7.330383 	 -1.766985
7.351327 	 -1.873788
7.372271 	 -1.908857
7.393215 	 -1.910708
7.414159 	 -1.855790
7.435103 	 -1.930886
7.456047 	 -1.912045
7.476991 	 -1.923087
7.497934 	 -1.911675
7.518878 	 -1.931859
7.539822 	 -1.934606
7.560766 	 -1.923349
7.581710 	 -1.938588
7.602654 	 -1.946766
7.623598 	 -1.924755
7.644542 	 -1.913211
7.665486 	 -1.918336
7.686430 	 -1.864306
7.707374 	 -1.861935
7.728318 	 -1.799619
7.749262 	 -1.755770
7.770206 	 -1.579519
7.791150 	 -1.575363
7.812094 	 -1.347033
7.833038 	 -1.244732
7.853982 	 -0.915881
7.874926 	 -0.825231
7.895870 	 -0.652515
7.916813 	 -0.381173
7.937757 	 -0.150500
7.958701 	 0.016890
7.979645 	 0.245511
8.000589 	 0.301561
8.021533 	 0.444564
8.042477 	 0.481884
8.063421 	 0.744497
8.084365 	 0.740859
8.105309 	 0.737448
8.126253 	 0.618778
8.147197 	 0.745826
8.168141 	 0.719000
8.189085 	 0.745413
8.210029 	 0.699229
8.230973 	 0.701071
8.251917 	 1.174925
8.272861 	 0.824093
8.293805 	 0.918811
8.314749 	 1.184935
8.335693 	 1.234418
8.356636 	 1.343567
8.377580 	 1.397782
